Title,Year,Inflation_Rank,Adj. Domestic Lifetime Gross,Est. Num Tickets,Worldwide Rank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Production Budget
The Powerpuff Girls,,,,,,,,,,,"$25,000,000"
Pulse,,,,,,,,,,,"$7,500,000"
Punch-Drunk Love,,,,,,,,,,,"$25,000,000"
Punisher: War Zone,,,,,,,,,,,"$35,000,000"
Push,,,,,,,,,,,"$38,000,000"
Pushing Tin,,,,,,,,,,,"$33,000,000"
The Painted Veil,,,,,,,,,,,"$19,400,000"
Pay it Forward,,,,,,,,,,,"$40,000,000"
Queen of the Damned,,,,,,,,,,,"$35,000,000"
The Quiet American,,,,,,,,,,,"$20,000,000"
All the Queen's Men,,,,,,,,,,,"$15,000,000"
Quarantine,,,,,,,,,,,"$12,000,000"
The Queen,,,,,,,,,,,"$15,000,000"
Quest for Camelot,,,,,,,,,,,"$40,000,000"
The Quiet,,,,,,,,,,,"$900,000"
Quinceanera,,,,,,,,,,,"$400,000"
Rabbit-Proof Fence,,,,,,,,,,,"$7,000,000"
Radio,,,,,,,,,,,"$35,000,000"
The Rainmaker,,,,,,,,,,,"$40,000,000"
Rambo,,,,,,,,,,,"$47,500,000"
Random Hearts,,,,,,,,,,,"$64,000,000"
Rugrats in Paris,,,,,,,,,,,"$30,000,000"
Rugrats Go Wild,,,,,,,,,,,"$25,000,000"
Ratatouille,,,,,,,,,,,"$150,000,000"
Ray,,,,,,,,,,,"$40,000,000"
BloodRayne,,,,,,,,,,,"$25,000,000"
Rollerball,,,,,,,,,,,"$70,000,000"
Robin Hood,,,,,,,,,,,"$210,000,000"
Robots,,,,,,,,,,,"$80,000,000"
A Room for Romeo Brass,,,,,,,,,,,"$5,250,000"
Runaway Bride,,,,,,,,,,,"$70,000,000"
Racing Stripes,,,,,,,,,,,"$30,000,000"
Rocky Balboa,,,,,,,,,,,"$24,000,000"
The Road to El Dorado,,,,,,,,,,,"$95,000,000"
Riding Giants,,,,,,,,,,,"$2,600,000"
Red Dragon,,,,,,,,,,,"$78,000,000"
The Reader,,,,,,,,,,,"$33,000,000"
The Reaping,,,,,,,,,,,"$40,000,000"
Rebound,,,,,,,,,,,"$45,000,000"
Recess: School's Out,,,,,,,,,,,"$10,000,000"
Redacted,,,,,,,,,,,"$5,000,000"
Red-Eye,,,,,,,,,,,"$26,000,000"
Reign Over Me,,,,,,,,,,,"$20,000,000"
The Relic,,,,,,,,,,,"$60,000,000"
Religulous,,,,,,,,,,,"$2,500,000"
Remember Me,,,,,,,,,,,"$16,000,000"
"Remember Me, My Love",,,,,,,,,,,"$6,700,000"
Rent,,,,,,,,,,,"$40,000,000"
The Replacements,,,,,,,,,,,"$50,000,000"
The Replacement Killers,,,,,,,,,,,"$30,000,000"
Resident Evil: Apocalypse,,,,,,,,,,,"$50,000,000"
Resident Evil: Extinction,,,,,,,,,,,"$45,000,000"
Resident Evil: Afterlife 3D,,,,,,,,,,,"$57,500,000"
Resident Evil,,,,,,,,,,,"$35,000,000"
Return to Me,,,,,,,,,,,"$24,000,000"
Revolutionary Road,,,,,,,,,,,"$35,000,000"
Be Kind Rewind,,,,,,,,,,,"$20,000,000"
Reign of Fire,,,,,,,,,,,"$60,000,000"
Reindeer Games,,,,,,,,,,,"$36,000,000"
Rachel Getting Married,,,,,,,,,,,"$12,000,000"
The Rugrats Movie,,,,,,,,,,,"$28,000,000"
Riding in Cars with Boys,,,,,,,,,,,"$47,000,000"
Ride With the Devil,,,,,,,,,,,"$35,000,000"
The Ring Two,,,,,,,,,,,"$50,000,000"
Rize,,,,,,,,,,,"$700,000"
The Adventures of Rocky & Bullwinkle,,,,,,,,,,,"$76,000,000"
All the Real Girls,,,,,,,,,,,"$1,000,000"
Real Women Have Curves,,,,,,,,,,,"$3,000,000"
Son of Rambow: A Home Movie,,,,,,,,,,,"$2,000,000"
Romance and Cigarettes,,,,,,,,,,,"$11,000,000"
Reno 911!: Miami,,,,,,,,,,,"$10,000,000"
Rounders,,,,,,,,,,,"$12,000,000"
Rendition,,,,,,,,,,,"$27,500,000"
The Rocker,,,,,,,,,,,"$15,000,000"
Rock Star,,,,,,,,,,,"$38,000,000"
The Rookie,,,,,,,,,,,"$22,000,000"
Roll Bounce,,,,,,,,,,,"$10,000,000"
Romeo Must Die,,,,,,,,,,,"$25,000,000"
Ronin,,,,,,,,,,,"$55,000,000"
The Ballad of Jack and Rose,,,,,,,,,,,"$1,500,000"
Red Planet,,,,,,,,,,,"$80,000,000"
Requiem for a Dream,,,,,,,,,,,"$4,500,000"
Rat Race,,,,,,,,,,,"$48,000,000"
Rescue Dawn,,,,,,,,,,,"$10,000,000"
The Real Cancun,,,,,,,,,,,"$4,000,000"
Restless,,,,,,,,,,,"$15,000,000"
Remember the Titans,,,,,,,,,,,"$30,000,000"
Righteous Kill,,,,,,,,,,,"$60,000,000"
Road Trip,,,,,,,,,,,"$16,000,000"
The Ruins,,,,,,,,,,,"$25,000,000"
Rules of Engagement,,,,,,,,,,,"$60,000,000"
The Rundown,,,,,,,,,,,"$85,000,000"
Running Scared,,,,,,,,,,,"$17,000,000"
Running With Scissors,,,,,,,,,,,"$12,000,000"
Rush Hour 3,,,,,,,,,,,"$180,000,000"
Rush Hour,,,,,,,,,,,"$35,000,000"
Rushmore,,,,,,,,,,,"$10,000,000"
R.V.,,,,,,,,,,,"$55,000,000"
Ravenous,,,,,,,,,,,"$12,000,000"
Raise Your Voice,,,,,,,,,,,"$15,000,000"
Hotel Rwanda,,,,,,,,,,,"$17,500,000"
Sahara,,,,,,,,,,,"$145,000,000"
The Saint,,,,,,,,,,,"$90,000,000"
The Salon,,,,,,,,,,,"$1,500,000"
I Am Sam,,,,,,,,,,,"$22,000,000"
The Salton Sea,,,,,,,,,,,"$18,000,000"
Sex and the City 2,,,,,,,,,,,"$95,000,000"
Saved!,,,,,,,,,,,"$5,000,000"
Saving Silverman,,,,,,,,,,,"$22,000,000"
Saw,,,,,,,,,,,"$1,200,000"
Saw II,,,,,,,,,,,"$5,000,000"
Saw III,,,,,,,,,,,"$10,000,000"
Saw IV,,,,,,,,,,,"$10,000,000"
Saw V,,,,,,,,,,,"$10,800,000"
Saw VI,,,,,,,,,,,"$11,000,000"
Say It Isn't So,,,,,,,,,,,"$25,000,000"
Say Uncle,,,,,,,,,,,"$2,000,000"
The Adventures of Sharkboy and Lavagirl in 3-D,,,,,,,,,,,"$50,000,000"
Seabiscuit,,,,,,,,,,,"$86,000,000"
A Scanner Darkly,,,,,,,,,,,"$20,000,000"
Scary Movie 2,,,,,,,,,,,"$45,000,000"
Scary Movie 3,,,,,,,,,,,"$45,000,000"
Scary Movie 4,,,,,,,,,,,"$40,000,000"
Scooby-Doo 2: Monsters Unleashed,,,,,,,,,,,"$25,000,000"
Scooby-Doo,,,,,,,,,,,"$84,000,000"
About Schmidt,,,,,,,,,,,"$30,000,000"
The School of Rock,,,,,,,,,,,"$20,000,000"
School for Scoundrels,,,,,,,,,,,"$20,000,000"
Scoop,,,,,,,,,,,"$4,000,000"
The Score,,,,,,,,,,,"$68,000,000"
Scream,,,,,,,,,,,"$15,000,000"
Scream 2,,,,,,,,,,,"$24,000,000"
Scream 3,,,,,,,,,,,"$40,000,000"
The Scorpion King,,,,,,,,,,,"$60,000,000"
George A. Romero's Survival of the Dead,,,,,,,,,,,"$4,200,000"
Stardust,,,,,,,,,,,"$70,000,000"
Mar adentro,,,,,,,,,,,"$13,300,000"
Selena,,,,,,,,,,,"$20,000,000"
The Sentinel,,,,,,,,,,,"$60,000,000"
September Dawn,,,,,,,,,,,"$10,100,000"
You Got Served,,,,,,,,,,,"$8,000,000"
Serving Sara,,,,,,,,,,,"$29,000,000"
Session 9,,,,,,,,,,,"$1,500,000"
Seven Years in Tibet,,,,,,,,,,,"$70,000,000"
Sex and the City,,,,,,,,,,,"$57,500,000"
Swordfish,,,,,,,,,,,"$80,000,000"
Something's Gotta Give,,,,,,,,,,,"$80,000,000"
Sugar Town,,,,,,,,,,,"$250,000"
Shade,,,,,,,,,,,"$6,800,000"
Shadow of the Vampire,,,,,,,,,,,"$8,000,000"
Shaft,,,,,,,,,,,"$53,012,938"
The Shaggy Dog,,,,,,,,,,,"$60,000,000"
Scary Movie,,,,,,,,,,,"$19,000,000"
Shaun of the Dead,,,,,,,,,,,"$5,000,000"
Shortbus,,,,,,,,,,,"$2,000,000"
She's All That,,,,,,,,,,,"$10,000,000"
She's the Man,,,,,,,,,,,"$25,000,000"
Sherrybaby,,,,,,,,,,,"$2,000,000"
Shallow Hal,,,,,,,,,,,"$40,000,000"
Silent Hill,,,,,,,,,,,"$50,000,000"
Shutter Island,,,,,,,,,,,"$80,000,000"
Shakespeare in Love,,,,,,,,,,,"$26,000,000"
In the Shadow of the Moon,,,,,,,,,,,"$2,000,000"
Sherlock Holmes,,,,,,,,,,,"$80,000,000"
She's Out of My League,,,,,,,,,,,"$20,000,000"
Shooter,,,,,,,,,,,"$60,000,000"
Shrek the Third,,,,,,,,,,,"$160,000,000"
Shrek Forever After,,,,,,,,,,,"$165,000,000"
Shark Tale,,,,,,,,,,,"$75,000,000"
Shattered Glass,,,,,,,,,,,"$6,000,000"
Stealing Harvard,,,,,,,,,,,"$25,000,000"
Showtime,,,,,,,,,,,"$85,000,000"
Sicko,,,,,,,,,,,"$9,000,000"
The Siege,,,,,,,,,,,"$70,000,000"
Signs,,,,,,,,,,,"$70,702,619"
Simon Birch,,,,,,,,,,,"$20,000,000"
A Simple Wish,,,,,,,,,,,"$28,000,000"
The Simpsons Movie,,,,,,,,,,,"$72,500,000"
Sinbad: Legend of the Seven Seas,,,,,,,,,,,"$60,000,000"
Sin City,,,,,,,,,,,"$40,000,000"
The Singing Detective,,,,,,,,,,,"$8,000,000"
Super Size Me,,,,,,,,,,,"$65,000"
The Skeleton Key,,,,,,,,,,,"$40,000,000"
The Skulls,,,,,,,,,,,"$15,000,000"
Sky High,,,,,,,,,,,"$60,000,000"
Slackers,,,,,,,,,,,"$11,000,000"
Ready to Rumble,,,,,,,,,,,"$24,000,000"
Soldier,,,,,,,,,,,"$75,000,000"
Sleepy Hollow,,,,,,,,,,,"$70,000,000"
Lucky Number Slevin,,,,,,,,,,,"$27,000,000"
The Secret Life of Bees,,,,,,,,,,,"$11,000,000"
Hannibal,,,,,,,,,,,"$87,000,000"
Southland Tales,,,,,,,,,,,"$17,000,000"
Slow Burn,,,,,,,,,,,"$15,500,000"
Sleepover,,,,,,,,,,,"$10,000,000"
The Bridge of San Luis Rey,,,,,,,,,,,"$24,000,000"
Slither,,,,,,,,,,,"$15,250,000"
Slumdog Millionaire,,,,,,,,,,,"$14,000,000"
Slums of Beverly Hills,,,,,,,,,,,"$5,000,000"
Small Soldiers,,,,,,,,,,,"$40,000,000"
Mr. And Mrs. Smith,,,,,,,,,,,"$110,000,000"
Smokin' Aces,,,,,,,,,,,"$17,000,000"
Someone Like You,,,,,,,,,,,"$23,000,000"
Death to Smoochy,,,,,,,,,,,"$50,000,000"
Simply Irresistible,,,,,,,,,,,"$6,000,000"
Summer Catch,,,,,,,,,,,"$17,000,000"
There's Something About Mary,,,,,,,,,,,"$22,000,000"
Snake Eyes,,,,,,,,,,,"$73,000,000"
Snakes on a Plane,,,,,,,,,,,"$33,000,000"
Lemony Snicket's A Series of Unfortunate Events,,,,,,,,,,,"$100,000,000"
House of Sand and Fog,,,,,,,,,,,"$16,500,000"
A Sound of Thunder,,,,,,,,,,,"$80,000,000"
See No Evil,,,,,,,,,,,"$8,000,000"
The Shipping News,,,,,,,,,,,"$35,000,000"
Shanghai Knights,,,,,,,,,,,"$50,000,000"
Shanghai Noon,,,,,,,,,,,"$55,000,000"
Snow Dogs,,,,,,,,,,,"$32,000,000"
Snow Falling on Cedars,,,,,,,,,,,"$36,000,000"
Sunshine,,,,,,,,,,,"$40,000,000"
Snatch,,,,,,,,,,,"$10,000,000"
Snow Day,,,,,,,,,,,"$13,000,000"
Sorority Boys,,,,,,,,,,,"$12,000,000"
Solaris,,,,,,,,,,,"$47,000,000"
Solitary Man,,,,,,,,,,,"$12,500,000"
The Soloist,,,,,,,,,,,"$60,000,000"
Songcatcher,,,,,,,,,,,"$1,800,000"
Sonny,,,,,,,,,,,"$4,000,000"
Standard Operating Procedure,,,,,,,,,,,"$5,000,000"
The Sorcerer's Apprentice,,,,,,,,,,,"$160,000,000"
Soul Food,,,,,,,,,,,"$7,500,000"
Soul Plane,,,,,,,,,,,"$16,000,000"
"South Park: Bigger, Longer & Uncut",,,,,,,,,,,"$21,000,000"
Space Jam,,,,,,,,,,,"$80,000,000"
Spanglish,,,,,,,,,,,"$75,000,000"
Spawn,,,,,,,,,,,"$40,000,000"
Superbad,,,,,,,,,,,"$17,500,000"
SpongeBob SquarePants,,,,,,,,,,,"$30,000,000"
Space Chimps,,,,,,,,,,,"$37,000,000"
Space Cowboys,,,,,,,,,,,"$65,000,000"
Spider,,,,,,,,,,,"$10,000,000"
Speed Racer,,,,,,,,,,,"$120,000,000"
The Spiderwick Chronicles,,,,,,,,,,,"$92,500,000"
Speedway Junky,,,,,,,,,,,"$1,000,000"
Speed II: Cruise Control,,,,,,,,,,,"$110,000,000"
Sphere,,,,,,,,,,,"$73,000,000"
Spiceworld,,,,,,,,,,,"$25,000,000"
Spider-Man 2,,,,,,,,,,,"$200,000,000"
Spider-Man 3,,,,,,,,,,,"$258,000,000"
Spider-Man,,,,,,,,,,,"$139,000,000"
Scott Pilgrim vs. The World,,,,,,,,,,,"$85,000,000"
See Spot Run,,,,,,,,,,,"$16,000,000"
Superman Returns,,,,,,,,,,,"$232,000,000"
Supernova,,,,,,,,,,,"$60,000,000"
Spirited Away,,,,,,,,,,,"$19,000,000"
Spun,,,,,,,,,,,"$4,500,000"
Spy Game,,,,,,,,,,,"$90,000,000"
Spy Kids 2: The Island of Lost Dreams,,,,,,,,,,,"$38,000,000"
Spy Kids 3-D: Game Over,,,,,,,,,,,"$40,000,000"
Spy Kids,,,,,,,,,,,"$35,000,000"
The Square,,,,,,,,,,,"$1,900,000"
The Squid and the Whale,,,,,,,,,,,"$1,500,000"
Serendipity,,,,,,,,,,,"$28,000,000"
Saint Ralph,,,,,,,,,,,"$5,200,000"
Shaolin Soccer,,,,,,,,,,,"$10,000,000"
Superstar,,,,,,,,,,,"$14,000,000"
Soul Survivors,,,,,,,,,,,"$14,000,000"
Spirit: Stallion of the Cimarron,,,,,,,,,,,"$80,000,000"
Star Wars Ep. II: Attack of the Clones,,,,,,,,,,,"$115,000,000"
Star Wars Ep. III: Revenge of the Sith,,,,,,,,,,,"$115,000,000"
Starship Troopers,,,,,,,,,,,"$100,000,000"
The Station Agent,,,,,,,,,,,"$500,000"
Stay Alive,,,,,,,,,,,"$20,000,000"
Small Time Crooks,,,,,,,,,,,"$18,000,000"
Steel,,,,,,,,,,,"$16,000,000"
How Stella Got Her Groove Back,,,,,,,,,,,"$20,000,000"
The Stepford Wives,,,,,,,,,,,"$100,000,000"
Stepmom,,,,,,,,,,,"$50,000,000"
Stomp the Yard,,,,,,,,,,,"$14,000,000"
Stranger Than Fiction,,,,,,,,,,,"$30,000,000"
The Legend of Suriyothai,,,,,,,,,,,"$9,000,000"
Stick It,,,,,,,,,,,"$20,000,000"
Stigmata,,,,,,,,,,,"$32,000,000"
A Stir of Echoes,,,,,,,,,,,"$12,000,000"
Street Kings,,,,,,,,,,,"$20,000,000"
Stuart Little,,,,,,,,,,,"$105,000,000"
Stuart Little 2,,,,,,,,,,,"$120,000,000"
Stealth,,,,,,,,,,,"$138,000,000"
Steamboy,,,,,,,,,,,"$20,000,000"
The Statement,,,,,,,,,,,"$27,000,000"
Stolen Summer,,,,,,,,,,,"$1,500,000"
Stop-Loss,,,,,,,,,,,"$25,000,000"
The Perfect Storm,,,,,,,,,,,"$120,000,000"
The Story of Us,,,,,,,,,,,"$50,000,000"
The Stepfather,,,,,,,,,,,"$20,000,000"
State of Play,,,,,,,,,,,"$60,000,000"
The Sisterhood of the Traveling Pants 2,,,,,,,,,,,"$27,000,000"
Sisterhood of the Traveling Pants,,,,,,,,,,,"$25,000,000"
Step Up,,,,,,,,,,,"$12,000,000"
The Straight Story,,,,,,,,,,,"$10,000,000"
Star Trek: First Contact,,,,,,,,,,,"$46,000,000"
Star Trek: Insurrection,,,,,,,,,,,"$70,000,000"
Star Trek: Nemesis,,,,,,,,,,,"$60,000,000"
Alex Rider: Operation Stormbreaker,,,,,,,,,,,"$40,000,000"
The Strangers,,,,,,,,,,,"$9,000,000"
Super Troopers,,,,,,,,,,,"$3,000,000"
Strangers with Candy,,,,,,,,,,,"$2,000,000"
Star Wars Ep. I: The Phantom Menace,,,,,,,,,,,"$115,000,000"
Stuck On You,,,,,,,,,,,"$55,000,000"
Step Up 2 the Streets,,,,,,,,,,,"$17,500,000"
The Sum of All Fears,,,,,,,,,,,"$68,000,000"
Sunshine State,,,,,,,,,,,"$5,600,000"
Supercross,,,,,,,,,,,"$30,000,000"
Surf's Up,,,,,,,,,,,"$100,000,000"
Surrogates,,,,,,,,,,,"$80,000,000"
Summer of Sam,,,,,,,,,,,"$22,000,000"
Savage Grace,,,,,,,,,,,"$4,600,000"
S.W.A.T.,,,,,,,,,,,"$70,000,000"
Sideways,,,,,,,,,,,"$17,000,000"
Shall We Dance?,,,,,,,,,,,"$40,000,000"
Secret Window,,,,,,,,,,,"$40,000,000"
Swept Away,,,,,,,,,,,"$10,000,000"
Swimming Pool,,,,,,,,,,,"$7,800,000"
The Sidewalks of New York,,,,,,,,,,,"$1,000,000"
Swimfan,,,,,,,,,,,"$10,000,000"
Sweet November,,,,,,,,,,,"$40,000,000"
Sydney White,,,,,,,,,,,"$16,500,000"
Switchback,,,,,,,,,,,"$38,000,000"
Star Wars: The Clone Wars,,,,,,,,,,,"$8,500,000"
The Sweetest Thing,,,,,,,,,,,"$43,000,000"
"Six Days, Seven Nights",,,,,,,,,,,"$80,000,000"
Sex Drive,,,,,,,,,,,"$19,000,000"
Sexy Beast,,,,,,,,,,,"$4,300,000"
Chinjeolhan geumjassi,,,,,,,,,,,"$4,500,000"
"Synecdoche, New York",,,,,,,,,,,"$20,000,000"
Syriana,,,,,,,,,,,"$50,000,000"
Suspect Zero,,,,,,,,,,,"$27,000,000"
Tadpole,,,,,,,,,,,"$150,000"
Tailor of Panama,,,,,,,,,,,"$18,000,000"
Taken,,,,,,,,,,,"$25,000,000"
Take the Lead,,,,,,,,,,,"$30,000,000"
Talladega Nights: The Ballad of Ricky Bobby,,,,,,,,,,,"$73,000,000"
The Talented Mr. Ripley,,,,,,,,,,,"$40,000,000"
Tarnation,,,,,,,,,,,$218
Taxman,,,,,,,,,,,"$3,500,000"
Thunderbirds,,,,,,,,,,,"$55,000,000"
The Best Man,,,,,,,,,,,"$9,000,000"
Book of Shadows: Blair Witch 2,,,,,,,,,,,"$15,000,000"
The Cave,,,,,,,,,,,"$30,000,000"
This Christmas,,,,,,,,,,,"$13,000,000"
The Core,,,,,,,,,,,"$85,000,000"
The Thomas Crown Affair,,,,,,,,,,,"$48,000,000"
The Damned United,,,,,,,,,,,"$6,400,000"
The Tale of Despereaux,,,,,,,,,,,"$60,000,000"
Team America: World Police,,,,,,,,,,,"$20,000,000"
Tea with Mussolini,,,,,,,,,,,"$14,000,000"
Tears of the Sun,,,,,,,,,,,"$75,000,000"
The Big Tease,,,,,,,,,,,"$4,000,000"
Not Another Teen Movie,,,,,,,,,,,"$15,000,000"
Teeth,,,,,,,,,,,"$2,000,000"
Bridge to Terabithia,,,,,,,,,,,"$25,000,000"
Terminator 3: Rise of the Machines,,,,,,,,,,,"$170,000,000"
Terminator Salvation: The Future Begins,,,,,,,,,,,"$200,000,000"
Transformers: Revenge of the Fallen,,,,,,,,,,,"$210,000,000"
"The Goods: Live Hard, Sell Hard",,,,,,,,,,,"$10,000,000"
The Greatest Game Ever Played,,,,,,,,,,,"$25,000,000"
The Ghost Writer,,,,,,,,,,,"$45,000,000"
Joheunnom nabbeunnom isanghannom,,,,,,,,,,,"$10,000,000"
The Beach,,,,,,,,,,,"$50,000,000"
The Box,,,,,,,,,,,"$25,000,000"
The Wild Thornberrys,,,,,,,,,,,"$25,000,000"
Bug,,,,,,,,,,,"$4,000,000"
They,,,,,,,,,,,"$17,000,000"
The Eye,,,,,,,,,,,"$12,000,000"
The Thin Red Line,,,,,,,,,,,"$52,000,000"
Thirteen Days,,,,,,,,,,,"$80,000,000"
The Kid,,,,,,,,,,,"$65,000,000"
The Man,,,,,,,,,,,"$20,000,000"
House on Haunted Hill,,,,,,,,,,,"$19,000,000"
The One,,,,,,,,,,,"$49,000,000"
Gwoemul,,,,,,,,,,,"$12,000,000"
Thr3e,,,,,,,,,,,"$2,400,000"
Three to Tango,,,,,,,,,,,"$20,000,000"
The Thirteenth Floor,,,,,,,,,,,"$16,000,000"
The 13th Warrior,,,,,,,,,,,"$125,000,000"
The Tuxedo,,,,,,,,,,,"$60,000,000"
The Tigger Movie,,,,,,,,,,,"$20,000,000"
Timeline,,,,,,,,,,,"$80,000,000"
The Adventures of Tintin: Secret of the Unicorn,,,,,,,,,,,"$130,000,000"
Thirteen,,,,,,,,,,,"$2,000,000"
Titan A.E.,,,,,,,,,,,"$75,000,000"
The Kids Are All Right,,,,,,,,,,,"$4,000,000"
The League of Extraordinary Gentlemen,,,,,,,,,,,"$78,000,000"
The Time Machine,,,,,,,,,,,"$80,000,000"
Tomcats,,,,,,,,,,,"$11,000,000"
The Mist,,,,,,,,,,,"$13,000,000"
TMNT,,,,,,,,,,,"$35,000,000"
Tomorrow Never Dies,,,,,,,,,,,"$110,000,000"
The Royal Tenenbaums,,,,,,,,,,,"$28,000,000"
Lara Croft: Tomb Raider: The Cradle of Life,,,,,,,,,,,"$90,000,000"
Lara Croft: Tomb Raider,,,,,,,,,,,"$94,000,000"
The Day After Tomorrow,,,,,,,,,,,"$125,000,000"
Topsy Turvy,,,,,,,,,,,"$20,000,000"
Torque,,,,,,,,,,,"$40,000,000"
The Others,,,,,,,,,,,"$17,000,000"
The Town,,,,,,,,,,,"$37,000,000"
The Taking of Pelham 123,,,,,,,,,,,"$110,000,000"
Treasure Planet,,,,,,,,,,,"$100,000,000"
Traffic,,,,,,,,,,,"$48,000,000"
Thomas and the Magic Railroad,,,,,,,,,,,"$19,000,000"
Training Day,,,,,,,,,,,"$45,000,000"
Traitor,,,,,,,,,,,"$22,000,000"
Trapped,,,,,,,,,,,"$30,000,000"
The Ring,,,,,,,,,,,"$48,000,000"
Trippin',,,,,,,,,,,"$3,000,000"
Star Trek,,,,,,,,,,,"$140,000,000"
The Terminal,,,,,,,,,,,"$75,000,000"
Transamerica,,,,,,,,,,,"$1,000,000"
The Transporter 2,,,,,,,,,,,"$32,000,000"
The Transporter,,,,,,,,,,,"$21,000,000"
The Road,,,,,,,,,,,"$25,000,000"
Tropic Thunder,,,,,,,,,,,"$90,000,000"
Troy,,,,,,,,,,,"$150,000,000"
xXx,,,,,,,,,,,"$70,000,000"
Ta Ra Rum Pum,,,,,,,,,,,"$7,400,000"
The Truman Show,,,,,,,,,,,"$60,000,000"
Trust the Man,,,,,,,,,,,"$9,000,000"
Where the Truth Lies,,,,,,,,,,,"$25,000,000"
Tarzan,,,,,,,,,,,"$145,000,000"
The Secret in Their Eyes,,,,,,,,,,,"$3,500,000"
Tsotsi,,,,,,,,,,,"$3,000,000"
Teacher's Pet: The Movie,,,,,,,,,,,"$10,000,000"
The Time Traveler's Wife,,,,,,,,,,,"$39,000,000"
The Touch,,,,,,,,,,,"$20,000,000"
Tuck Everlasting,,,,,,,,,,,"$15,000,000"
Thumbsucker,,,,,,,,,,,"$4,000,000"
Turbulence,,,,,,,,,,,"$55,000,000"
Turistas,,,,,,,,,,,"$10,000,000"
The Wash,,,,,,,,,,,"$4,000,000"
Two Girls and a Guy,,,,,,,,,,,"$1,000,000"
The Wild,,,,,,,,,,,"$80,000,000"
Twilight,,,,,,,,,,,"$20,000,000"
Twilight,,,,,,,,,,,"$37,000,000"
Twisted,,,,,,,,,,,"$50,000,000"
The Twilight Saga: New Moon,,,,,,,,,,,"$50,000,000"
The Twilight Saga: Eclipse,,,,,,,,,,,"$68,000,000"
Town & Country,,,,,,,,,,,"$105,000,000"
200 Cigarettes,,,,,,,,,,,"$6,000,000"
The Texas Chainsaw Massacre: The Beginning,,,,,,,,,,,"$16,000,000"
Texas Rangers,,,,,,,,,,,"$38,000,000"
Tom yum goong,,,,,,,,,,,"$5,700,000"
Thank You For Smoking,,,,,,,,,,,"$7,500,000"
U2 3D,,,,,,,,,,,"$15,000,000"
U-571,,,,,,,,,,,"$62,000,000"
Undercover Brother,,,,,,,,,,,"$25,000,000"
Underclassman,,,,,,,,,,,"$25,000,000"
Dodgeball: A True Underdog Story,,,,,,,,,,,"$30,000,000"
The Ugly Truth,,,,,,,,,,,"$38,000,000"
Ultraviolet,,,,,,,,,,,"$30,000,000"
Unaccompanied Minors,,,,,,,,,,,"$25,000,000"
Unbreakable,,,,,,,,,,,"$73,243,106"
The Unborn,,,,,,,,,,,"$16,000,000"
Undead,,,,,,,,,,,"$750,000"
Underworld,,,,,,,,,,,"$22,000,000"
Undiscovered,,,,,,,,,,,"$9,000,000"
Undisputed,,,,,,,,,,,"$20,000,000"
Underworld: Evolution,,,,,,,,,,,"$45,000,000"
An Unfinished Life,,,,,,,,,,,"$30,000,000"
Unfaithful,,,,,,,,,,,"$50,000,000"
Universal Soldier II: The Return,,,,,,,,,,,"$40,000,000"
,,,,,,,,,,,"$3,700,000"
Danny the Dog,,,,,,,,,,,"$43,000,000"
Untraceable,,,,,,,,,,,"$35,000,000"
Up,,,,,,,,,,,"$175,000,000"
Up in the Air,,,,,,,,,,,"$30,000,000"
The Upside of Anger,,,,,,,,,,,"$12,000,000"
Urban Legend,,,,,,,,,,,"$14,000,000"
Urban Legends: Final Cut,,,,,,,,,,,"$15,000,000"
Urbania,,,,,,,,,,,"$225,000"
Valkyrie,,,,,,,,,,,"$75,000,000"
Valiant,,,,,,,,,,,"$35,000,000"
Valentine,,,,,,,,,,,"$10,000,000"
Cirque du Freak: The Vampire's Assistant,,,,,,,,,,,"$40,000,000"
The Legend of Bagger Vance,,,,,,,,,,,"$60,000,000"
Raising Victor Vargas,,,,,,,,,,,"$800,000"
In the Valley of Elah,,,,,,,,,,,"$23,000,000"
Venom,,,,,,,,,,,"$25,000,000"
Venus,,,,,,,,,,,"$6,000,000"
Vanity Fair,,,,,,,,,,,"$23,000,000"
V for Vendetta,,,,,,,,,,,"$50,000,000"
The Velocity of Gary,,,,,,,,,,,"$4,000,000"
Van Helsing,,,,,,,,,,,"$170,000,000"
The Village,,,,,,,,,,,"$71,682,975"
The Virgin Suicides,,,,,,,,,,,"$6,000,000"
Virus,,,,,,,,,,,"$75,000,000"
The Visitor,,,,,,,,,,,"$4,000,000"
A Very Long Engagement,,,,,,,,,,,"$55,000,000"
Vertical Limit,,,,,,,,,,,"$75,000,000"
Vampires,,,,,,,,,,,"$20,000,000"
Vanilla Sky,,,,,,,,,,,"$70,000,000"
Volcano,,,,,,,,,,,"$90,000,000"
Volver,,,,,,,,,,,"$9,400,000"
Kurtlar vadisi - Irak,,,,,,,,,,,"$8,300,000"
The Flintstones in Viva Rock Vegas,,,,,,,,,,,"$58,000,000"
Varsity Blues,,,,,,,,,,,"$16,000,000"
Valentine's Day,,,,,,,,,,,"$52,000,000"
National Lampoon's Van Wilder,,,,,,,,,,,"$6,000,000"
The Wackness,,,,,,,,,,,"$6,000,000"
Wag the Dog,,,,,,,,,,,"$15,000,000"
Wah-Wah,,,,,,,,,,,"$7,000,000"
